[2, 9, 5, 5, 1, 7, 10, 3, 4, 10, 4, 4, 7, 2, 1, 2, 6, 1, 3, 7]
[10, 9, 5, 5, 1, 7, 10, 3, 4, 10, 4, 4, 7, 2, 1, 2, 6, 1, 3, 7]
[10, 10, 5, 5, 1, 7, 10, 3, 4, 10, 4, 4, 7, 2, 1, 2, 6, 1, 3, 7]
[10, 10, 1, 5, 1, 7, 10, 3, 4, 10, 4, 4, 7, 2, 1, 2, 6, 1, 3, 7]
[10, 10, 1, 1, 1, 7, 10, 3, 4, 10, 4, 4, 7, 2, 1, 2, 6, 1, 3, 7]
[10, 10, 1, 1, 1, 7, 10, 3, 4, 10, 4, 4, 7, 2, 1, 2, 6, 1, 3, 7]
[10, 10, 1, 1, 1, 2, 10, 3, 4, 10, 4, 4, 7, 2, 1, 2, 6, 1, 3, 7]
[10, 10, 1, 1, 1, 2, 2, 3, 4, 10, 4, 4, 7, 2, 1, 2, 6, 1, 3, 7]
[10, 10, 1, 1, 1, 2, 2, 2, 4, 10, 4, 4, 7, 2, 1, 2, 6, 1, 3, 7]
[10, 10, 1, 1, 1, 2, 2, 2, 3, 10, 4, 4, 7, 2, 1, 2, 6, 1, 3, 7]
[10, 10, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 7, 2, 1, 2, 6, 1, 3, 7]
[10, 10, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 7, 2, 1, 2, 6, 1, 3, 7]
[10, 10, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 7, 2, 1, 2, 6, 1, 3, 7]
[10, 10, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 4, 2, 1, 2, 6, 1, 3, 7]
[10, 10, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 4, 5, 1, 2, 6, 1, 3, 7]
[10, 10, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 2, 6, 1, 3, 7]
[10, 10, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 6, 6, 1, 3, 7]
[10, 10, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 6, 7, 1, 3, 7]
[10, 10, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 6, 7, 7, 3, 7]
[10, 10, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 6, 7, 7, 7, 7]
